7844.14191  14.648  0.002
7844.30493  14.664  0.002
7845.14441  14.670  0.002
7851.12710  14.646  0.002
7851.29875  14.655  0.002
7852.13777  14.655  0.002
7852.24600  14.657  0.002
7853.25829  14.647  0.002
7857.22827  14.659  0.002
7858.14106  14.657  0.002
7859.15805  14.660  0.011
7860.17677  14.658  0.003
7861.10282  14.668  0.003
7861.20383  14.663  0.002
7862.11629  14.662  0.002
7863.12744  14.666  0.005
7871.08428  14.712  0.003
7871.08797  14.658  0.002
7871.28662  14.652  0.002
7874.05137  14.658  0.002
7876.05155  14.624  0.002
7879.04804  14.660  0.002
7879.21121  14.668  0.007
7880.04441  14.654  0.002
7881.12838  14.656  0.007
7881.24613  14.661  0.005
7882.15006  14.659  0.002
7883.06234  14.659  0.002
7883.24066  14.654  0.002
7884.06965  14.660  0.002
7884.24627  14.662  0.004
7885.06240  14.653  0.002
7887.05307  14.657  0.005
7889.13001  14.658  0.002
7890.07938  14.670  0.007
7890.20647  14.651  0.003
7894.99592  14.661  0.002
7895.00842  14.658  0.002
7895.11611  14.658  0.002
7895.28847  14.659  0.002
7896.08048  14.660  0.002
7897.21024  14.655  0.002
7899.14975  14.647  0.010
7899.25967  14.648  0.013
7900.08658  14.653  0.006
7900.20049  14.675  0.011
7901.03039  14.660  0.003
7902.13836  14.653  0.002
7902.25045  14.652  0.002
7903.06585  14.658  0.002
7903.18158  14.653  0.002
7903.99263  14.652  0.002
7904.10615  14.659  0.002
7905.26876  14.655  0.002
7906.02583  14.657  0.002
7906.20519  14.648  0.002
7906.96484  14.657  0.002
7907.13555  14.662  0.002
7907.25030  14.653  0.002
7908.04912  14.656  0.002
7908.16036  14.654  0.002
7908.99966  14.663  0.002
7909.12521  14.662  0.006
7909.27219  14.659  0.003
7910.00620  14.649  0.002
7910.15549  14.655  0.002
7910.25609  14.641  0.002
7911.03420  14.649  0.003
7911.13678  14.654  0.002
7911.28521  14.652  0.002
7916.98326  14.662  0.002
7918.03993  14.659  0.002
7918.15392  14.657  0.002
7919.23026  14.656  0.002
7920.11742  14.658  0.002
7923.03536  14.660  0.002
7923.99689  14.658  0.002
7924.14266  14.650  0.002
7924.92790  14.658  0.002
7925.07910  14.669  0.014
7925.18283  14.642  0.002
7925.97368  14.616  0.002
7926.07224  14.657  0.002
7926.23723  14.650  0.002
7926.98707  14.659  0.002
7927.16885  14.658  0.003
7927.28322  14.654  0.002
7927.92840  14.632  0.006
7928.03095  14.566  0.021
7928.93944  14.657  0.002
7929.90238  14.649  0.002
7929.98693  14.662  0.002
7930.13550  14.791  0.065
7930.20871  14.654  0.002
7930.95409  14.658  0.002
7931.02488  14.653  0.002
7931.15441  14.643  0.004
7931.23136  14.663  0.002
7934.10639  14.655  0.002
7934.89451  14.657  0.002
7935.02104  14.659  0.002
7935.10209  14.658  0.002
7935.25249  14.659  0.002
7935.89132  14.647  0.002
7935.97263  14.655  0.002
7936.09581  14.659  0.002
7936.17169  14.659  0.002
7936.25804  14.656  0.002
7936.94399  14.656  0.002
7937.02199  14.659  0.002
7937.15616  14.657  0.002
7938.89557  14.641  0.002
7939.01946  14.650  0.002
7939.10769  14.651  0.002
7939.24433  14.652  0.002
7939.92259  14.643  0.002
7940.00083  14.642  0.002
7940.13726  14.646  0.002
7940.23975  14.653  0.002
7940.24726  14.657  0.002
7940.88332  14.659  0.003
7941.00564  14.657  0.002
7941.08881  14.653  0.002
7941.24464  14.651  0.005
7941.88868  14.626  0.004
7941.97478  14.664  0.004
7942.09108  14.647  0.007
7942.17720  14.641  0.004
7942.24265  14.648  0.004
7942.99574  14.694  0.010
7943.08621  14.656  0.005
7943.20518  14.646  0.004
7943.24017  14.649  0.004
7944.07819  14.652  0.003
7944.16817  14.643  0.003
7945.03605  14.641  0.002
7945.14237  14.655  0.002
7945.90902  14.656  0.002
7945.99714  14.653  0.002
7946.11769  14.652  0.002
7946.20282  14.649  0.002
7946.89441  14.652  0.002
7947.00306  14.649  0.002
7947.86951  14.646  0.002
7947.94820  14.654  0.002
7948.08056  14.661  0.003
7948.16204  14.646  0.002
7950.12003  14.648  0.002
7951.03732  14.645  0.002
7951.16340  14.654  0.002
7952.11156  14.642  0.002
7952.21501  14.643  0.002
7952.91130  14.639  0.002
7952.98386  14.641  0.002
7953.11748  14.637  0.002
7954.88845  14.647  0.002
7955.01432  14.627  0.005
7955.09296  14.641  0.002
7955.20547  14.660  0.004
7955.87753  14.650  0.002
7955.95102  14.643  0.002
7956.08843  14.646  0.002
7956.16021  14.643  0.002
7956.19818  14.622  0.002
7956.96130  14.643  0.002
7957.03751  14.644  0.002
7957.15683  14.645  0.002
7957.90447  14.646  0.002
7958.02580  14.642  0.002
7958.09677  14.638  0.002
7958.19365  14.640  0.002
7958.89218  14.637  0.002
7958.97040  14.639  0.002
7959.08271  14.634  0.002
7959.16583  14.633  0.002
7959.19393  14.633  0.002
7959.86423  14.635  0.002
7959.96968  14.639  0.002
7960.06165  14.640  0.002
7960.16479  14.634  0.002
7960.85718  14.639  0.002
7960.94445  14.637  0.002
7961.06489  14.633  0.002
7961.15545  14.641  0.002
7961.18673  14.645  0.002
7962.09069  14.633  0.002
7962.18011  14.639  0.002
7962.89975  14.638  0.002
7962.99406  14.629  0.002
7963.10799  14.633  0.002
7963.18082  14.633  0.002
7963.89188  14.629  0.002
7965.11633  14.627  0.002
7966.94222  14.608  0.002
7967.05214  14.622  0.002
7967.12400  14.622  0.002
7967.21515  14.613  0.002
7967.90484  14.734  0.005
7967.91128  14.621  0.002
7967.98462  14.633  0.003
7968.09993  14.618  0.002
7968.17024  14.617  0.002
7970.86120  14.571  0.004
7971.00883  14.618  0.003
7971.11260  14.549  0.082
7971.85828  14.603  0.002
7972.01230  14.603  0.003
7972.86574  14.580  0.002
7973.02264  14.602  0.002
7973.87612  14.590  0.002
7974.02920  14.591  0.002
7974.14983  14.596  0.002
7974.86280  14.586  0.002
7975.01316  14.594  0.002
7975.91104  14.592  0.003
7976.06144  14.592  0.002
7976.14611  14.585  0.002
7977.91459  14.580  0.002
7978.07295  14.582  0.002
