7808.62211  14.644  0.002
7811.57927  14.658  0.002
7812.60927  14.651  0.002
7815.60388  14.662  0.002
7817.55870  14.641  0.002
7818.62190  14.649  0.002
7819.63425  14.662  0.002
7821.59896  14.661  0.002
7823.61026  14.641  0.002
7825.54446  14.643  0.002
7828.53129  14.662  0.002
7830.53175  14.663  0.003
7832.54714  14.645  0.002
7832.64771  14.649  0.002
7834.56000  14.648  0.005
7838.51883  14.662  0.002
7838.61866  14.644  0.004
7839.61668  14.635  0.014
7841.49472  14.687  0.002
7842.49227  14.663  0.002
7842.60416  14.646  0.002
7843.63881  14.641  0.002
7844.58152  14.637  0.002
7846.49220  14.644  0.002
7846.64762  14.640  0.002
7848.56714  14.648  0.003
7853.47165  14.660  0.002
7853.62903  14.652  0.002
7854.52765  14.666  0.002
7855.46794  14.661  0.002
7855.58108  14.650  0.002
7859.47249  14.684  0.002
7859.58206  14.640  0.002
7860.52576  14.680  0.003
7860.64166  14.649  0.003
7861.60237  14.658  0.018
7862.47322  14.647  0.002
7862.63664  14.645  0.004
7863.50320  14.644  0.003
7863.66656  14.654  0.011
7864.53963  14.645  0.002
7865.45859  14.645  0.007
7865.56926  14.643  0.002
7866.47269  14.644  0.004
7866.57891  14.647  0.005
7867.48069  14.679  0.002
7867.65683  14.673  0.002
7868.55132  14.643  0.004
7868.65548  14.664  0.015
7871.45393  14.655  0.002
7872.41958  14.681  0.002
7872.58084  14.646  0.005
7873.41736  14.680  0.002
7873.66609  14.652  0.002
7874.57880  14.685  0.005
7875.49892  14.639  0.002
7875.60853  14.646  0.004
7876.60537  14.661  0.009
7878.42857  14.641  0.002
7878.58799  14.647  0.005
7879.40573  14.664  0.002
7879.57576  14.639  0.002
7880.39993  14.667  0.002
7880.56445  14.654  0.008
7881.38858  14.663  0.002
7881.55300  14.639  0.002
7881.66722  14.638  0.002
7882.63801  14.652  0.011
7883.45901  14.643  0.003
7883.62155  14.648  0.004
7884.43126  14.649  0.002
7884.58705  14.635  0.002
7887.37489  14.642  0.003
7887.53337  14.649  0.003
7887.65449  14.637  0.003
7888.50754  14.647  0.003
7888.63479  14.644  0.009
7889.54891  14.644  0.002
7889.66232  14.641  0.003
7890.49241  14.643  0.003
7890.60457  14.653  0.007
7891.44321  14.646  0.002
7891.55633  14.654  0.007
7892.40106  14.639  0.002
7892.51462  14.647  0.007
7893.35659  14.645  0.002
7893.46850  14.641  0.002
7893.62934  14.644  0.003
7894.38947  14.640  0.002
7894.56426  14.646  0.002
7894.67250  14.640  0.002
7895.51167  14.650  0.005
7895.61975  14.688  0.005
7896.44375  14.656  0.003
7896.54981  14.643  0.002
7897.37243  14.680  0.002
7898.43741  14.645  0.002
7898.59669  14.637  0.012
7901.59852  14.650  0.002
7902.39353  14.646  0.005
