7809.558700 13.057100 0.002800
7810.551760 13.052500 0.002500
7810.616820 13.057400 0.002600
7812.543340 13.066300 0.002600
7812.567970 13.046200 0.002700
7813.543090 13.096000 0.002100
7814.540300 13.039200 0.002400
7815.537750 13.048100 0.002800
7816.598910 13.072900 0.002600
7817.531170 13.007300 0.002500
7818.527700 13.054000 0.002600
7819.527580 13.048900 0.002800
7819.591500 13.040000 0.002300
7820.524100 13.067700 0.002700
7821.518090 13.039200 0.002900
7823.511540 13.047000 0.003100
7823.564550 13.045800 0.003000
7824.511380 13.055200 0.003200
7824.609850 13.032900 0.003000
7825.508300 13.026800 0.003100
7828.498260 13.055900 0.001700
7828.499290 13.049400 0.003000
7829.494500 13.042000 0.002900
7829.520240 13.053800 0.002900
7830.641230 13.052300 0.002600
7832.486190 13.015900 0.005300
7832.610770 13.059700 0.002900
7836.483480 13.048000 0.002400
7838.580250 13.062500 0.002600
7839.473250 13.041900 0.002400
7839.575170 13.048500 0.002100
7840.470870 13.042300 0.002600
7840.626090 13.049500 0.002800
7841.466770 13.028100 0.002300
7841.617010 13.038500 0.002600
7842.464730 13.043800 0.002600
7842.562600 13.068400 0.002800
7843.461360 13.052200 0.002600
7843.546860 13.065900 0.001500
7844.459350 13.058600 0.002500
7844.544900 13.047900 0.002700
7845.458780 13.037400 0.002500
7846.453270 13.047900 0.002600
7846.608500 13.070300 0.002400
7847.449210 13.043400 0.002200
7847.545840 13.055400 0.002400
7848.526920 13.061200 0.002500
7853.429260 13.032000 0.002700
7853.588280 13.042700 0.002500
7854.486520 13.040200 0.002700
7854.644170 13.043700 0.002600
7855.425100 13.041300 0.002900
7855.538130 13.045000 0.003000
7856.421300 13.010300 0.005000
7856.566970 13.057000 0.003000
7859.538310 13.035100 0.003500
7860.410130 13.039700 0.003300
7860.483210 13.040000 0.003100
7860.601300 13.037500 0.003300
7861.407090 13.040600 0.002800
7861.408610 13.042400 0.002700
7861.563300 13.037100 0.002500
7862.406660 13.034800 0.002800
7862.592980 13.056000 0.002600
7863.401680 13.037800 0.002500
7863.403020 13.034500 0.002400
7863.456640 13.047600 0.002500
7864.401310 13.035800 0.002700
7864.402660 13.023800 0.002800
7864.494670 13.036200 0.002800
7865.397950 12.991900 0.002400
7865.519970 13.050400 0.002400
7866.401600 13.031500 0.002600
7866.430060 13.065600 0.002600
7866.531350 13.032000 0.002400
7867.391110 13.048000 0.002200
7867.392620 13.020700 0.002300
7867.434660 13.052700 0.002400
7867.537430 13.063500 0.002400
7868.506040 13.032300 0.002300
7871.379040 13.027500 0.002400
7871.405980 13.043000 0.002400
7871.639530 13.046300 0.002800
7872.376400 13.037800 0.002900
7872.533010 13.055400 0.002500
7873.617950 13.045500 0.002500
7874.377080 13.041000 0.002200
7874.462290 13.026600 0.001700
7875.370890 13.018700 0.001800
7875.451450 13.046900 0.002300
7875.564830 13.047700 0.002000
7876.441510 13.051400 0.002500
7878.388850 13.044400 0.002800
7878.546780 13.044900 0.002400
7879.529960 13.039300 0.002400
7880.518190 13.045200 0.002400
7881.352500 13.009200 0.003000
7881.511240 13.036900 0.002600
7882.593950 13.049700 0.002600
7883.415990 13.037700 0.002800
7884.345730 13.020300 0.003500
7884.391070 13.060500 0.003400
7884.656680 13.063200 0.003400
7887.491920 13.049300 0.003400
7888.465050 13.030300 0.002700
7889.333950 13.040500 0.002900
7889.471090 13.039200 0.002600
7890.331310 13.010400 0.002800
7890.332880 13.033800 0.002800
7890.451390 13.044400 0.003000
7891.400640 13.044600 0.002700
7892.322210 13.013300 0.002800
7892.353110 13.030600 0.002500
7893.318980 13.029800 0.002800
7893.416990 13.032500 0.002700
7894.316810 13.028300 0.002900
7894.345860 13.056000 0.002600
7894.505270 13.035800 0.002800
7896.389020 13.050400 0.002600
7896.503630 13.034800 0.002500
7896.664390 13.018600 0.002300
7898.395980 13.028000 0.002700
7903.296570 13.033100 0.002900
7903.370920 13.029700 0.002800
7903.541530 13.035100 0.002300
7903.656090 13.027700 0.002800
7904.459130 13.013000 0.002300
7905.370300 13.024200 0.002500
7905.478620 13.031700 0.002100
7906.287380 13.008200 0.002600
7906.398050 13.020200 0.002800
7907.283330 13.030400 0.003200
7907.361010 13.010700 0.002800
7907.633970 13.030200 0.002600
7910.426000 13.014700 0.003000
7917.429130 12.990100 0.002500
7918.514750 12.990300 0.002400
7919.345700 12.985700 0.002900
7919.512520 12.980100 0.002500
7923.340290 12.935300 0.002000
7925.296660 12.930400 0.002400
7925.404620 12.917000 0.002200
7926.323820 12.897700 0.002300
7929.301680 12.850100 0.002300
7929.423800 12.856200 0.002200
7929.500410 12.867400 0.002100
7932.477320 12.778800 0.002100
7934.292190 12.721200 0.002200
7934.428560 12.726500 0.002000
7934.503720 12.724700 0.002100
7935.209840 12.687000 0.002100
7935.282180 12.694400 0.002100
7935.358920 12.709500 0.002100
7935.489170 12.685300 0.001700
7936.423270 12.670300 0.001700
7937.449990 12.618300 0.002100
7938.202560 12.575500 0.002100
7938.290880 12.597800 0.002000
7938.405960 12.581000 0.001900
7938.498700 12.570100 0.002000
7939.267550 12.557500 0.002200
7939.355910 12.531100 0.002200
7940.308390 12.484700 0.003700
7941.199530 12.458800 0.003800
7941.263190 12.477400 0.002900
7942.201210 12.419300 0.003700
7942.237480 12.418700 0.003600
7942.320890 12.405800 0.002600
7942.525570 12.355500 0.002800
7943.198240 12.348800 0.002500
7943.304590 12.348600 0.002500
7943.378420 12.355300 0.002400
7945.285210 12.233800 0.001600
7945.407360 12.221400 0.001600
7946.257840 12.173000 0.001400
7946.331960 12.173100 0.001700
7946.458540 12.167300 0.001500
7947.309360 12.131500 0.001400
7947.385730 12.141300 0.001600
7949.257170 12.165800 0.001500
7949.339900 12.173900 0.001600
7949.459600 12.168600 0.001400
7953.388830 12.432900 0.001500
7953.483110 12.451400 0.001600
7954.269430 12.495800 0.001700
7954.360180 12.503100 0.001800
7954.472800 12.517000 0.001800
7955.240830 12.561400 0.001900
7955.367300 12.561800 0.001700
7955.469490 12.563500 0.001400
7956.274980 12.599900 0.001700
7956.364590 12.618600 0.001700
7956.476030 12.613100 0.001800
7957.258570 12.655600 0.002000
7957.465900 12.630000 0.001600
7959.273480 12.725700 0.002300
7959.479670 12.718700 0.001900
7961.292900 12.796900 0.002300
7962.283460 12.831200 0.002100
7963.314430 12.849700 0.002300
7964.223070 12.853300 0.002100
7964.496240 12.877300 0.002200
7965.322820 12.883200 0.002500
7965.397160 12.897500 0.002300
7966.415310 12.902400 0.003400
7967.425520 12.918400 0.002800
7968.278950 12.925600 0.003200
7968.367990 12.925300 0.002900
7969.218540 12.924100 0.003900
7969.304950 12.940100 0.003500
7969.415190 12.950200 0.003700
7971.384380 12.963100 0.002900
7972.386190 12.955700 0.003200
7973.218520 12.975500 0.002800
7973.383590 12.963200 0.002600
7975.258740 12.986900 0.002600
