7805.83316  17.155  0.020
7805.86874  17.191  0.021
7806.83853  17.147  0.010
7806.87344  17.174  0.015
7807.82169  17.103  0.008
7807.82304  17.089  0.007
7807.85581  17.097  0.008
7808.82773  17.134  0.009
7808.85426  17.108  0.007
7809.82541  17.104  0.009
7809.85779  17.134  0.011
7810.82195  17.117  0.011
7810.83492  17.098  0.010
7810.88627  17.151  0.019
7811.82594  17.118  0.011
7811.87291  17.122  0.014
7812.85557  17.122  0.013
7812.89676  17.144  0.017
7813.80867  17.085  0.011
7813.85892  17.128  0.012
7814.82100  17.112  0.016
7814.88111  17.219  0.040
7815.81198  17.050  0.008
7815.86198  17.116  0.014
7816.80543  17.026  0.006
7816.84016  17.073  0.008
7816.87528  17.071  0.012
7817.81573  17.032  0.008
7817.85372  17.045  0.008
7817.88960  17.060  0.009
7819.79992  17.058  0.011
7819.85373  17.074  0.013
7820.79751  17.031  0.012
7820.81870  17.076  0.019
7820.85634  17.070  0.015
7821.81929  17.032  0.008
7821.85828  17.050  0.015
7821.89952  17.072  0.020
7822.79122  17.030  0.011
7822.80555  16.997  0.012
7822.85964  17.013  0.013
7822.89712  17.066  0.020
7823.78792  17.037  0.011
7823.82976  17.002  0.011
7823.88232  17.041  0.014
7824.78208  16.978  0.010
7824.80669  16.974  0.008
7824.85761  17.033  0.013
7824.89512  17.014  0.010
7825.90277  16.992  0.014
7826.77163  16.945  0.011
7826.81813  16.955  0.010
7826.87018  16.983  0.011
7827.76816  16.956  0.008
7827.78044  16.924  0.007
7827.82889  16.975  0.011
7827.86782  16.991  0.012
7827.90648  16.963  0.013
7828.76915  16.968  0.013
7828.82131  16.971  0.013
7828.85939  16.968  0.010
7828.89719  17.034  0.020
7829.76453  16.965  0.011
7829.81694  16.953  0.010
7829.85201  16.947  0.011
7829.89968  17.021  0.017
7830.75957  16.924  0.008
7830.79678  16.938  0.011
7830.83530  16.968  0.014
7830.88468  16.972  0.017
7831.75971  16.913  0.008
7831.79568  16.920  0.012
7831.83248  16.932  0.013
7831.88614  16.922  0.012
7832.75622  16.878  0.009
7832.79899  16.851  0.010
7832.86533  16.880  0.012
7832.90026  16.890  0.009
7833.75379  16.879  0.008
7833.79995  16.886  0.008
7833.84909  16.893  0.011
7833.88553  16.888  0.009
7834.75305  16.864  0.008
7834.77751  16.876  0.011
7834.86919  16.869  0.010
7835.74660  16.832  0.008
7835.78094  16.844  0.008
7835.82264  16.848  0.007
7835.86366  16.843  0.012
7836.74056  16.780  0.006
7836.75691  16.814  0.006
7836.80022  16.804  0.006
7836.85158  16.811  0.006
7836.89590  16.835  0.009
7837.73863  16.783  0.006
7837.75332  16.793  0.005
7837.85093  16.775  0.005
7837.89477  16.788  0.006
7838.74582  16.798  0.008
7838.76914  16.786  0.006
7838.82831  16.796  0.007
7838.87009  16.812  0.009
7839.73584  16.788  0.013
7839.76216  16.806  0.015
7839.85014  16.821  0.019
7839.89931  16.829  0.017
7840.73348  16.758  0.008
7840.75727  16.751  0.007
7840.79867  16.778  0.010
7840.85242  16.770  0.012
7840.89543  16.816  0.016
7841.72986  16.753  0.005
7841.78208  16.707  0.006
7841.82762  16.721  0.006
7841.88509  16.724  0.006
7842.73156  16.703  0.005
7842.75658  16.714  0.005
7842.79791  16.714  0.005
7842.84759  16.719  0.008
7842.89293  16.712  0.008
7843.73423  16.696  0.004
7843.76505  16.677  0.009
7843.81682  16.675  0.006
7843.85829  16.679  0.006
7843.90146  16.683  0.006
7843.90434  16.683  0.005
7844.72866  16.653  0.005
7844.78847  16.634  0.005
7844.82437  16.651  0.005
7844.87320  16.656  0.005
7845.72220  16.647  0.006
7845.75788  16.635  0.005
7845.79575  16.635  0.005
7845.84632  16.646  0.005
7845.89728  16.673  0.008
7846.72252  16.607  0.005
7846.76200  16.612  0.005
7846.82945  16.596  0.005
7846.87535  16.610  0.009
7846.87821  16.626  0.007
7847.71697  16.613  0.006
7847.76478  16.576  0.005
7847.80170  16.586  0.006
7847.84800  16.588  0.005
7847.89623  16.616  0.009
7848.71787  16.565  0.008
7848.74937  16.575  0.006
7848.78677  16.571  0.007
7848.84261  16.582  0.012
7848.88184  16.579  0.008
7849.70804  16.545  0.005
7849.76260  16.540  0.006
7849.80073  16.538  0.006
7849.85859  16.525  0.007
7849.90912  16.552  0.009
7850.70688  16.512  0.006
7850.74763  16.511  0.006
7850.79734  16.516  0.005
7850.83491  16.509  0.005
7850.87529  16.515  0.006
7851.70159  16.463  0.006
7851.74372  16.494  0.005
7851.78571  16.473  0.004
7851.82833  16.465  0.005
7851.88529  16.483  0.006
7852.70047  16.460  0.007
7852.73727  16.425  0.006
7852.79416  16.430  0.004
7852.83589  16.441  0.004
7852.87698  16.446  0.004
7853.69592  16.475  0.006
7853.74294  16.399  0.004
7853.77984  16.423  0.005
7853.82499  16.403  0.005
7853.82699  16.407  0.004
7853.88509  16.396  0.004
7854.71558  16.386  0.005
7854.72849  16.400  0.006
7854.78883  16.392  0.006
7854.80977  16.373  0.008
7854.85166  16.386  0.010
7854.90940  16.390  0.008
7855.72694  16.355  0.008
7855.77813  16.361  0.015
7855.81587  16.348  0.007
7855.83400  16.367  0.009
7855.87301  16.348  0.005
7855.87447  16.351  0.007
7856.69249  16.304  0.005
7856.72432  16.285  0.005
7856.77077  16.300  0.004
7856.80653  16.308  0.004
7856.84328  16.307  0.004
7856.89331  16.299  0.005
7858.68500  16.247  0.010
7858.70148  16.244  0.004
7858.73709  16.231  0.004
7858.78238  16.232  0.005
7858.81908  16.226  0.004
7858.86502  16.235  0.004
7858.90187  16.235  0.008
7862.67377  16.056  0.004
7862.71270  16.051  0.003
7862.76012  16.047  0.003
7862.79692  16.048  0.003
7862.83212  16.043  0.003
7862.88062  16.056  0.007
7862.91591  16.053  0.004
7863.67216  16.007  0.005
7863.72359  16.006  0.011
7863.76109  15.997  0.010
7863.80031  16.110  0.077
7863.85275  16.001  0.004
7863.92243  15.989  0.004
7864.66709  15.967  0.005
7864.71378  15.950  0.003
7864.76639  15.943  0.003
7864.79092  15.951  0.003
7864.83205  15.949  0.004
7864.88594  15.944  0.007
7864.92785  15.964  0.010
7865.66453  15.912  0.004
7865.71335  15.899  0.004
7865.77113  15.900  0.004
7865.79274  15.896  0.013
7865.83373  15.901  0.013
7865.90186  15.913  0.010
7866.66399  15.849  0.003
7866.70793  15.842  0.003
7866.77681  15.855  0.011
7866.78383  15.846  0.008
7866.78584  15.841  0.003
7866.84284  15.826  0.014
7866.90512  15.834  0.005
7867.66035  15.788  0.005
7867.75693  15.781  0.003
7867.78253  15.790  0.005
7867.82360  15.782  0.007
7867.88196  15.774  0.005
7867.92061  15.768  0.005
7868.77155  15.735  0.003
7868.80897  15.726  0.003
7868.83995  15.722  0.003
7868.84153  15.729  0.003
7868.90346  15.722  0.003
7869.65771  15.672  0.003
7869.68459  15.675  0.003
7869.73901  15.660  0.008
7869.85355  15.657  0.008
7870.65297  15.607  0.003
7870.67701  15.608  0.005
7870.71353  15.608  0.009
7870.75955  15.603  0.004
7870.79466  15.593  0.006
7870.84572  15.573  0.020
7870.84886  15.605  0.005
7870.88775  15.607  0.007
7870.92564  15.597  0.003
7871.65130  15.546  0.003
7871.69329  15.531  0.008
7871.72927  15.550  0.003
7871.76527  15.540  0.003
7871.81274  15.535  0.006
7871.85073  15.545  0.010
7871.89984  15.532  0.009
7871.93722  15.533  0.005
7873.64561  15.431  0.004
7873.68882  15.424  0.009
7873.76163  15.428  0.002
7873.80926  15.421  0.005
7873.84563  15.425  0.004
7873.88048  15.422  0.003
7873.93502  15.422  0.003
7874.64626  15.388  0.002
7874.68501  15.383  0.002
7874.73229  15.376  0.003
7874.76763  15.379  0.002
7874.80354  14.983  0.015
7874.80507  15.380  0.002
7874.85433  15.379  0.002
7874.88950  15.376  0.002
7874.93953  15.383  0.004
7875.64603  15.347  0.003
7875.68344  15.326  0.007
7875.72057  15.336  0.003
7875.77010  15.358  0.034
7875.81546  15.318  0.013
7875.85251  15.341  0.010
7875.89806  15.549  0.075
7876.64092  15.305  0.002
7876.67192  15.304  0.003
7876.71832  15.296  0.004
7876.75803  15.294  0.002
7876.79342  15.280  0.015
7876.84132  15.296  0.007
7876.87790  15.277  0.014
7876.91603  15.289  0.003
7877.70133  15.280  0.009
7877.75819  15.285  0.005
